,Gender,Age,Relationship status,Highest Educational Qualification,Field of Education,Years of working experience,Years within current field of employment,Employee code/number,Job type,Job Location,Seniority Level,Salary,avg Hours worked per week,Value of benefits/allowance provided,Performance Rating,Training/upskilling opportunities provided,Unpaid Overtime hours per week,Employee department,Years in current role,Years with current supervisor,Years since last promotion,number of employee in company,last salary adjustment percentage,average Travel on work percentage,Work-Life balance,employer Recognition/award,Job satisfaction,Company satisfaction,Label
832,Male,27,Married,Post-graduate,Technical Degree,6,5,233,Permanent,Remote,Mid,3058,30,7045,5,disagree,4,Finance,2,1,1,3467,5.18,25,disagree,disagree,disagree,disagree,0
833,Male,37,Married,Post-graduate,Medical,10,10,1543,Permanent,Remote,Senior,4285,47,6879,3,disagree,9,HR,8,7,3,7438,0.38,39,neutral,strongly agree,agree,agree,0
834,Male,48,Married,Doctorate,Medical,13,0,945,Contract,Hybrid,Graduate/intern,2259,50,5610,1,strongly disagree,7,Technical,0,0,0,3655,5.69,20,disagree,neutral,neutral,strongly agree,0
835,Female,53,Divorced,Undergraduate,Medical,5,4,250,Fixed-term,Hybrid,Graduate/intern,4450,33,5890,5,agree,6,Management,2,3,1,5211,9.21,24,neutral,agree,strongly disagree,strongly agree,0
836,Male,42,Single,Doctorate,Marketing,9,6,1171,Casual/adhoc,Hybrid,Senior,5155,60,8871,3,disagree,2,Technical,4,5,1,6852,9.68,40,agree,strongly disagree,strongly disagree,strongly agree,0
837,Female,32,Single,School,Life Sciences,10,10,33,Casual/adhoc,Hybrid,Senior,3919,39,0,4,agree,16,Management,2,7,6,545,5.41,0,neutral,strongly agree,strongly disagree,strongly disagree,1
838,Male,37,Married,Undergraduate,Marketing,5,5,1787,Fixed-term,Remote,Graduate/intern,4189,54,11416,5,agree,3,Operations,2,3,0,6464,4.58,5,neutral,strongly disagree,disagree,strongly agree,0
839,Male,26,Single,Doctorate,Marketing,8,8,401,Permanent,On-Site,Mid,5828,36,3979,5,neutral,21,Operations,7,4,7,3726,9.45,22,neutral,strongly disagree,strongly agree,strongly disagree,1
840,Female,52,Married,Doctorate,Other,12,5,1409,Permanent,Remote,Executive,2950,51,9022,2,strongly disagree,8,HR,4,4,0,4116,6.74,50,strongly disagree,strongly disagree,strongly disagree,neutral,0
841,Female,38,Single,5,Technical Degree,19,3,193,Permanent,On-Site,Executive,4317,52,8272,4,agree,2,Operations,2,2,2,3975,0.65,22,neutral,strongly disagree,neutral,strongly agree,0
842,Male,50,Single,Post-graduate,Technical Degree,20,4,491,Casual/adhoc,Hybrid,Senior,10496,30,7321,1,strongly agree,3,Operations,3,3,1,5597,4.66,42,neutral,strongly disagree,agree,agree,0
843,Male,29,Divorced,Post-graduate,Human Resources,4,2,1844,Permanent,Remote,Executive,2335,46,312,3,strongly disagree,13,Technical,2,0,2,6338,2.4,42,neutral,agree,strongly disagree,neutral,1
844,Male,29,Divorced,Post-graduate,Life Sciences,6,6,1260,Permanent,Hybrid,Graduate/intern,6623,53,8700,2,disagree,0,Operations,0,0,1,361,4.7,22,neutral,strongly agree,strongly agree,strongly disagree,0
845,Male,31,Divorced,Post-graduate,Life Sciences,10,5,613,Fixed-term,Remote,Graduate/intern,11557,58,8585,3,neutral,5,Management,4,1,0,5092,4.55,31,disagree,strongly disagree,agree,strongly agree,0
846,Female,37,Divorced,Post-graduate,Life Sciences,18,18,515,Contract,Hybrid,Senior,3034,58,7903,1,disagree,11,Technical,7,17,12,4125,5.82,29,disagree,strongly disagree,strongly disagree,strongly agree,0
847,Male,33,Married,Doctorate,Life Sciences,15,15,1549,Permanent,On-Site,Senior,5207,31,8351,1,disagree,11,Operations,14,7,5,8383,3.57,12,neutral,strongly disagree,neutral,agree,0
848,Male,43,Married,Post-graduate,Medical,8,3,525,Casual/adhoc,On-Site,Senior,2258,57,7572,5,strongly disagree,7,Technical,2,2,1,4322,1.64,42,neutral,strongly disagree,agree,disagree,0
849,Male,35,Single,Post-graduate,Technical Degree,9,8,1100,Contract,On-Site,Mid,9582,55,3022,1,disagree,16,Operations,7,7,4,4275,5.04,17,neutral,disagree,strongly disagree,strongly disagree,1
850,Female,35,Married,Doctorate,Life Sciences,15,14,1630,Fixed-term,Remote,Executive,4148,40,7668,3,agree,0,Technical,11,9,2,9274,8.3,22,neutral,disagree,neutral,strongly agree,0
851,Male,45,Single,Undergraduate,Technical Degree,9,8,783,Casual/adhoc,On-Site,Senior,6632,38,6962,4,disagree,9,Operations,7,1,3,3543,6.64,14,neutral,neutral,neutral,agree,0
852,Male,37,Divorced,Doctorate,Medical,6,6,1700,Contract,Remote,Junior,9525,36,11392,4,neutral,6,HR,3,3,1,5111,3.38,32,disagree,strongly disagree,agree,strongly agree,0
853,Female,43,Divorced,Post-graduate,Life Sciences,4,1,920,Contract,On-Site,Junior,4765,51,8766,5,neutral,3,HR,0,0,0,793,9.36,20,agree,neutral,disagree,strongly agree,0
854,Male,49,Married,Doctorate,Technical Degree,20,3,1473,Fixed-term,On-Site,Graduate/intern,6651,46,7903,3,strongly agree,3,Operations,2,2,1,8447,9.12,38,disagree,agree,neutral,neutral,0
855,Female,38,Single,Post-graduate,Technical Degree,6,5,983,Contract,Remote,Executive,5666,46,8425,3,neutral,7,Operations,3,3,1,1912,2.09,22,neutral,neutral,strongly agree,agree,0
856,Male,44,Married,Undergraduate,Life Sciences,8,8,913,Fixed-term,Remote,Senior,2559,31,5453,1,disagree,1,Operations,7,1,7,5824,0.39,26,neutral,strongly agree,strongly disagree,strongly agree,0
857,Female,29,Married,School,Medical,10,10,1192,Fixed-term,On-Site,Junior,3131,35,6280,3,neutral,5,Technical,8,8,0,1507,7.41,44,neutral,disagree,agree,neutral,0
858,Female,49,Single,Doctorate,Marketing,8,5,1757,Casual/adhoc,Remote,Executive,4507,43,6830,2,strongly disagree,0,HR,1,4,0,8132,8.28,43,strongly agree,disagree,agree,neutral,0
859,Male,31,Married,Post-graduate,Life Sciences,7,2,1464,Casual/adhoc,On-Site,Graduate/intern,3722,35,6156,1,neutral,15,Technical,2,2,2,9508,9.68,17,strongly disagree,strongly disagree,strongly agree,disagree,1
860,Female,21,Single,Post-graduate,Life Sciences,1,1,494,Contract,Remote,Mid,2716,31,1858,2,agree,11,HR,0,0,0,1510,8.9,23,neutral,strongly disagree,disagree,strongly disagree,1
861,Male,26,Married,Undergraduate,Medical,5,5,390,Contract,Hybrid,Executive,4741,30,6497,5,strongly disagree,7,Technical,3,3,3,3597,6.01,50,neutral,agree,strongly disagree,strongly agree,0
862,Male,33,Married,Post-graduate,Medical,8,5,325,Contract,Hybrid,Executive,2436,39,871,4,strongly agree,11,Technical,4,4,0,4472,5.3,46,strongly disagree,agree,strongly agree,strongly disagree,1
863,Male,27,Single,Post-graduate,Marketing,7,7,1965,Permanent,Hybrid,Mid,4105,50,7550,5,agree,4,Operations,7,7,0,7494,0.28,39,neutral,strongly agree,agree,strongly agree,0
864,Female,19,Single,Post-graduate,Life Sciences,1,1,1269,Fixed-term,Hybrid,Executive,2994,34,7831,4,disagree,8,Management,0,1,0,651,2.47,50,neutral,strongly disagree,agree,strongly disagree,0
865,Male,37,Single,Undergraduate,Medical,10,10,904,Contract,Hybrid,Graduate/intern,7642,31,8357,5,disagree,9,Technical,0,9,0,9468,4.6,41,neutral,strongly disagree,disagree,strongly agree,0
866,Male,40,Divorced,School,Medical,16,9,1468,Permanent,On-Site,Graduate/intern,13757,51,6107,3,disagree,8,Management,8,8,4,4432,6.29,6,neutral,agree,disagree,agree,0
867,Female,22,Married,School,Medical,1,1,1783,Permanent,Hybrid,Mid,2398,45,2834,2,agree,18,HR,0,0,0,1097,5.57,49,neutral,agree,strongly disagree,neutral,1
868,Male,46,Married,Undergraduate,Life Sciences,25,4,1217,Fixed-term,Hybrid,Senior,19081,54,5419,4,agree,2,HR,2,3,0,4176,7.43,47,neutral,agree,disagree,neutral,0
869,Male,51,Single,Doctorate,Marketing,11,10,120,Contract,Hybrid,Junior,5441,31,7061,1,agree,0,Technical,7,0,1,6199,2.8,19,strongly disagree,disagree,agree,strongly agree,0
870,Female,39,Single,Post-graduate,Medical,21,21,1043,Contract,Hybrid,Senior,10880,39,8103,2,strongly disagree,11,HR,6,8,2,5655,5.65,26,neutral,neutral,strongly disagree,strongly agree,0
871,Male,37,Married,Undergraduate,Life Sciences,8,1,61,Permanent,Remote,Executive,3022,31,6982,1,strongly disagree,5,Finance,0,0,0,4152,0.88,5,neutral,neutral,disagree,neutral,0
872,Male,40,Single,Doctorate,Life Sciences,8,2,2048,Permanent,On-Site,Junior,2809,45,4376,2,disagree,6,Operations,2,2,2,5403,4.14,26,neutral,strongly disagree,neutral,agree,0
873,Male,27,Married,Post-graduate,Life Sciences,9,9,1244,Contract,Hybrid,Mid,2235,45,4614,2,neutral,9,Technical,7,8,6,8218,7.5,8,disagree,disagree,strongly disagree,agree,0
874,Female,33,Married,Undergraduate,Life Sciences,13,9,328,Casual/adhoc,Hybrid,Mid,2707,48,0,5,disagree,13,Management,7,7,1,6202,6.93,44,strongly agree,agree,strongly disagree,neutral,1
875,Male,32,Married,Doctorate,Marketing,4,3,333,Permanent,Hybrid,Junior,4465,58,8659,4,strongly agree,4,Operations,2,2,2,5590,9.91,30,neutral,strongly disagree,strongly agree,strongly agree,0
876,Male,37,Divorced,Doctorate,Medical,9,9,626,Permanent,On-Site,Graduate/intern,8834,36,8178,4,strongly disagree,7,Finance,5,7,7,8664,2.78,20,neutral,disagree,disagree,strongly agree,0
877,Male,49,Married,School,Life Sciences,28,5,1941,Fixed-term,Remote,Junior,19161,51,8707,2,agree,2,HR,4,3,4,5716,4.98,25,neutral,strongly agree,strongly agree,agree,0
878,Male,38,Married,Doctorate,Other,8,2,1060,Casual/adhoc,On-Site,Executive,2821,41,6938,3,strongly disagree,0,Finance,2,2,2,2348,3.3,39,neutral,disagree,neutral,strongly agree,0
879,Male,19,Single,School,Marketing,0,0,167,Casual/adhoc,Remote,Graduate/intern,1675,53,0,3,agree,7,Operations,0,0,0,948,4.41,47,disagree,strongly disagree,neutral,strongly agree,1
880,Female,37,Single,Post-graduate,Other,8,4,1062,Permanent,Hybrid,Mid,4107,44,8172,1,strongly agree,2,HR,3,1,0,6454,8.57,44,disagree,neutral,disagree,strongly agree,0
881,Male,26,Single,Undergraduate,Life Sciences,8,8,1275,Permanent,Hybrid,Junior,2875,37,6221,1,strongly agree,3,HR,5,2,2,8795,6.84,12,disagree,agree,agree,agree,0
882,Male,31,Married,Doctorate,Medical,6,5,308,Casual/adhoc,On-Site,Senior,4345,35,8528,5,strongly disagree,4,Management,4,4,1,8170,8.82,48,neutral,strongly agree,neutral,agree,0
883,Male,34,Single,Post-graduate,Marketing,9,5,502,Fixed-term,On-Site,Senior,5304,57,6086,2,agree,20,Management,2,4,0,8994,2.04,22,disagree,disagree,agree,disagree,1
884,Male,29,Single,Undergraduate,Life Sciences,1,1,1868,Casual/adhoc,Remote,Executive,2439,56,1761,1,strongly agree,16,HR,0,0,1,3725,8.73,19,disagree,strongly disagree,strongly agree,neutral,1
885,Male,43,Married,Undergraduate,Life Sciences,22,4,843,Permanent,Remote,Senior,17159,39,10258,1,disagree,6,Management,1,0,1,414,0.6,36,neutral,strongly disagree,strongly disagree,strongly agree,0
886,Male,32,Married,Undergraduate,Life Sciences,10,10,1309,Fixed-term,On-Site,Junior,4883,32,3000,2,disagree,15,Management,4,1,1,2476,8.89,27,neutral,agree,neutral,strongly agree,1
887,Male,42,Married,Post-graduate,Medical,4,1,1542,Contract,Remote,Junior,4841,48,6664,5,agree,0,Finance,0,0,0,9332,3.29,16,neutral,strongly disagree,disagree,neutral,0
888,Male,32,Married,Post-graduate,Life Sciences,5,5,359,Contract,On-Site,Senior,2794,60,10618,1,strongly disagree,6,Technical,1,3,0,4478,3.15,27,strongly disagree,strongly disagree,disagree,strongly agree,0
889,Female,29,Divorced,Post-graduate,Life Sciences,9,7,1264,Casual/adhoc,Remote,Junior,16124,46,8603,5,strongly agree,0,Technical,7,7,1,8549,5.12,40,disagree,agree,strongly agree,agree,0
890,Male,27,Divorced,Undergraduate,Life Sciences,5,5,1259,Fixed-term,On-Site,Executive,2517,36,7151,4,strongly disagree,5,Operations,3,3,0,674,9.41,1,neutral,strongly agree,neutral,strongly agree,0
891,Male,20,Single,School,Medical,1,1,701,Contract,On-Site,Graduate/intern,1009,50,4241,5,disagree,19,Operations,0,1,1,9844,0.48,24,neutral,neutral,neutral,disagree,1
892,Female,26,Divorced,Doctorate,Life Sciences,8,7,608,Fixed-term,On-Site,Executive,2741,49,2802,3,strongly agree,17,Operations,7,0,1,5685,3.52,49,disagree,neutral,neutral,disagree,1
893,Male,34,Married,Doctorate,Medical,6,5,1755,Casual/adhoc,Remote,Executive,2932,55,5849,3,strongly disagree,9,Technical,0,2,1,5592,8.57,40,neutral,disagree,agree,agree,0
894,Female,27,Divorced,Doctorate,Medical,6,5,655,Fixed-term,Remote,Junior,2187,60,7207,5,neutral,0,Technical,3,3,0,9049,3.96,5,disagree,strongly agree,neutral,agree,0
895,Male,52,Single,Doctorate,Life Sciences,18,8,1118,Contract,Remote,Graduate/intern,10445,33,8737,3,agree,13,Technical,6,0,4,2910,1.99,10,neutral,disagree,disagree,strongly agree,0
896,Male,33,Divorced,Post-graduate,Medical,9,9,855,Fixed-term,On-Site,Junior,4037,43,9042,4,agree,9,Operations,8,8,0,8234,4.25,37,neutral,neutral,strongly disagree,agree,0
897,Female,24,Divorced,School,Medical,5,4,1009,Casual/adhoc,Remote,Mid,4377,49,10500,2,neutral,6,Finance,2,2,3,9396,3.86,5,neutral,agree,neutral,disagree,0
898,Female,50,Married,Post-graduate,Medical,32,2,1215,Fixed-term,Remote,Junior,17856,51,9362,3,disagree,2,Technical,2,2,2,5770,9.15,44,neutral,strongly disagree,strongly disagree,agree,0
899,Male,38,Divorced,Doctorate,Marketing,9,8,1119,Casual/adhoc,On-Site,Junior,8740,44,4899,3,strongly agree,1,HR,7,7,2,7815,7.62,10,neutral,neutral,neutral,strongly agree,0
900,Female,37,Married,Undergraduate,Medical,17,3,340,Fixed-term,Hybrid,Junior,3920,53,9560,5,agree,4,HR,1,2,0,6667,5.05,13,disagree,strongly agree,strongly disagree,strongly agree,0
901,Male,26,Single,Post-graduate,Medical,5,5,1836,Contract,On-Site,Graduate/intern,4684,37,10966,4,neutral,9,Finance,3,2,1,3559,9.88,1,neutral,neutral,strongly agree,neutral,0
902,Female,36,Married,Post-graduate,Life Sciences,5,1,97,Fixed-term,Remote,Junior,3038,50,10867,2,neutral,0,Finance,0,0,0,6217,4.65,39,neutral,strongly agree,strongly agree,strongly disagree,0
903,Male,24,Single,Undergraduate,Life Sciences,4,4,1981,Contract,On-Site,Graduate/intern,4617,44,5074,5,disagree,5,Finance,3,2,1,4092,0.58,2,disagree,strongly agree,neutral,strongly agree,0
904,Female,31,Married,Post-graduate,Life Sciences,4,2,175,Contract,Hybrid,Senior,4559,51,3092,5,disagree,21,Operations,2,2,2,7937,2.62,34,neutral,strongly agree,neutral,disagree,1
905,Male,41,Divorced,School,Life Sciences,12,9,176,Contract,On-Site,Mid,8189,49,9421,4,strongly disagree,8,Technical,7,7,0,303,4.36,32,neutral,disagree,neutral,disagree,0
906,Female,18,Single,Post-graduate,Life Sciences,0,0,1368,Contract,Remote,Graduate/intern,1611,57,5183,2,agree,7,Operations,0,0,0,2875,1.57,23,agree,agree,strongly agree,strongly disagree,0
907,Male,25,Married,School,Marketing,5,5,885,Fixed-term,Hybrid,Senior,4256,43,4050,4,strongly disagree,0,Finance,2,3,0,2092,9.48,18,agree,neutral,strongly disagree,agree,0
908,Female,31,Single,Post-graduate,Life Sciences,1,1,1433,Contract,Remote,Graduate/intern,1261,56,1656,2,neutral,11,Management,0,0,0,2343,7.67,17,agree,agree,disagree,disagree,1
909,Male,38,Married,Undergraduate,Life Sciences,13,8,361,Fixed-term,Hybrid,Graduate/intern,5249,58,6148,4,strongly agree,5,Technical,7,5,7,8598,2.68,48,neutral,strongly disagree,agree,strongly agree,0
910,Female,28,Divorced,Post-graduate,Medical,10,9,1121,Contract,Hybrid,Mid,7655,38,4237,5,strongly agree,0,Finance,7,7,1,1787,5.91,23,disagree,neutral,disagree,neutral,0
911,Male,20,Single,Post-graduate,Life Sciences,2,2,1198,Permanent,On-Site,Executive,3033,37,9959,5,disagree,4,Finance,2,2,1,4209,7.21,44,disagree,agree,neutral,strongly agree,0
912,Male,45,Married,Doctorate,Life Sciences,9,3,341,Permanent,On-Site,Executive,6434,55,7828,1,strongly agree,0,Operations,2,2,0,1960,9.41,34,neutral,agree,neutral,neutral,0
913,Male,41,Single,Post-graduate,Life Sciences,11,3,1814,Casual/adhoc,Remote,Graduate/intern,6870,57,6458,3,strongly agree,7,Technical,2,2,1,5276,8.82,0,strongly disagree,strongly disagree,disagree,strongly agree,0
914,Female,27,Divorced,Doctorate,Life Sciences,1,1,54,Contract,On-Site,Junior,2341,55,5572,4,strongly agree,4,Operations,0,0,0,822,5.15,35,neutral,strongly agree,strongly disagree,agree,0
915,Male,33,Single,Post-graduate,Medical,7,1,39,Casual/adhoc,On-Site,Senior,2496,46,7849,1,neutral,0,Finance,1,0,0,9071,7.75,24,neutral,neutral,agree,agree,0
916,Male,21,Single,School,Medical,3,2,1623,Contract,Hybrid,Junior,3117,60,8530,3,strongly agree,3,Technical,2,2,2,8820,5.62,44,neutral,neutral,agree,neutral,0
917,Male,56,Married,Post-graduate,Life Sciences,33,19,1373,Permanent,On-Site,Junior,13402,31,8151,4,strongly agree,2,Operations,16,9,15,4993,5.53,48,neutral,strongly disagree,disagree,disagree,0
918,Female,40,Single,School,Medical,5,4,763,Casual/adhoc,Hybrid,Graduate/intern,2342,54,4462,2,strongly agree,2,Finance,2,3,2,443,1.15,42,disagree,strongly agree,strongly agree,agree,0
919,Male,31,Single,Doctorate,Life Sciences,3,2,493,Casual/adhoc,Hybrid,Graduate/intern,2657,53,8453,3,strongly disagree,0,Operations,2,2,2,5498,1.26,33,neutral,neutral,disagree,strongly agree,0
920,Male,30,Divorced,5,Marketing,10,8,747,Casual/adhoc,Hybrid,Graduate/intern,5304,59,8888,5,neutral,0,Technical,7,7,7,8500,5.3,24,disagree,neutral,agree,disagree,0
921,Male,33,Single,Post-graduate,Life Sciences,5,5,1545,Fixed-term,Remote,Graduate/intern,4320,32,6813,1,disagree,4,Finance,3,2,0,4836,2.69,15,neutral,neutral,disagree,strongly agree,0
922,Female,27,Married,School,Medical,9,9,1864,Permanent,Remote,Executive,3540,37,9579,3,strongly disagree,3,Technical,8,8,5,3506,0.21,33,neutral,strongly agree,neutral,strongly agree,0
923,Male,40,Single,Undergraduate,Medical,21,21,1550,Fixed-term,Remote,Graduate/intern,16437,41,5796,3,agree,8,HR,7,7,7,9603,7.23,28,neutral,strongly disagree,strongly agree,agree,0
924,Male,41,Divorced,Doctorate,Human Resources,23,21,731,Casual/adhoc,Hybrid,Executive,19141,30,10081,5,neutral,2,Management,6,6,12,1019,0.32,18,disagree,neutral,strongly agree,strongly agree,0
925,Male,58,Divorced,Post-graduate,Medical,37,16,1824,Contract,Remote,Executive,16291,39,7764,4,neutral,2,Finance,9,14,14,5919,5.95,22,disagree,agree,disagree,neutral,0
926,Female,37,Divorced,Undergraduate,Medical,9,6,1161,Casual/adhoc,Remote,Graduate/intern,5731,49,6507,2,agree,3,Technical,2,3,1,2144,5.39,18,neutral,strongly agree,strongly agree,strongly disagree,0
927,Male,40,Married,Doctorate,Marketing,15,12,215,Fixed-term,On-Site,Mid,10855,32,6863,5,agree,4,HR,11,11,2,518,9.69,24,disagree,disagree,strongly agree,strongly disagree,0
928,Male,30,Married,Undergraduate,Medical,12,12,1989,Permanent,Remote,Senior,3748,35,9498,2,agree,5,Finance,8,7,1,1849,4.84,15,disagree,strongly disagree,disagree,agree,0
929,Male,46,Single,Doctorate,Marketing,14,9,62,Permanent,Remote,Junior,5772,36,7974,4,disagree,3,Management,6,8,0,7478,0.64,50,neutral,agree,strongly agree,disagree,0
930,Female,40,Married,Undergraduate,Marketing,15,11,1986,Contract,Hybrid,Executive,5677,49,8790,3,strongly agree,7,Finance,8,10,5,1199,5.52,8,neutral,neutral,disagree,strongly agree,0
931,Male,29,Married,School,Medical,11,11,1852,Contract,Hybrid,Senior,3812,52,9649,2,neutral,14,Technical,8,10,3,3492,8.41,0,strongly agree,disagree,strongly agree,neutral,0
932,Male,39,Married,Undergraduate,Medical,21,21,444,Permanent,Hybrid,Mid,19272,54,6448,1,strongly agree,1,Finance,9,3,13,2872,9.97,41,neutral,strongly disagree,agree,agree,0
933,Female,43,Married,Post-graduate,Life Sciences,18,8,1126,Fixed-term,Hybrid,Junior,10820,56,7754,1,strongly agree,6,Management,7,1,0,6884,4.3,18,neutral,strongly agree,strongly disagree,strongly agree,0
934,Female,22,Single,Post-graduate,Medical,1,0,144,Fixed-term,Hybrid,Junior,2871,47,7051,5,agree,5,Technical,0,0,0,1645,3.2,32,neutral,disagree,strongly agree,neutral,0
935,Male,46,Single,Undergraduate,Medical,9,9,118,Casual/adhoc,Hybrid,Executive,9619,40,2343,4,disagree,11,Operations,8,7,4,1170,9.07,33,neutral,disagree,strongly agree,neutral,1
936,Female,44,Married,Post-graduate,Medical,23,12,1039,Casual/adhoc,Remote,Graduate/intern,13320,48,6735,5,strongly disagree,5,Finance,11,11,11,6622,1.91,15,neutral,agree,strongly agree,strongly agree,0
937,Male,45,Single,Doctorate,Medical,6,6,1049,Fixed-term,Hybrid,Mid,2177,34,7595,5,disagree,2,Finance,3,4,0,1950,6.15,43,neutral,strongly disagree,disagree,neutral,0
938,Male,28,Married,Doctorate,Medical,5,3,440,Casual/adhoc,Hybrid,Executive,3464,48,3065,5,strongly agree,15,Operations,2,2,2,5153,4.06,39,disagree,agree,agree,neutral,1
939,Female,30,Divorced,Post-graduate,Medical,1,1,680,Contract,On-Site,Mid,2083,40,10070,1,disagree,7,Operations,0,0,0,3039,0.41,17,neutral,agree,neutral,neutral,0
940,Male,55,Single,Doctorate,Medical,36,24,254,Casual/adhoc,Remote,Graduate/intern,18722,53,5429,1,agree,0,Management,15,15,2,7294,3.47,33,neutral,neutral,disagree,agree,0
941,Male,34,Single,Post-graduate,Marketing,14,14,1950,Casual/adhoc,Remote,Graduate/intern,9888,41,9303,5,strongly disagree,9,Technical,8,1,2,5951,2.65,24,disagree,strongly agree,agree,strongly agree,0
942,Female,34,Single,Doctorate,Medical,6,6,804,Contract,Remote,Executive,4381,39,8877,1,agree,7,Finance,5,3,1,6773,6.86,44,neutral,disagree,strongly disagree,strongly agree,0
943,Male,50,Married,Post-graduate,Marketing,27,1,1591,Casual/adhoc,Hybrid,Graduate/intern,19331,37,5298,4,strongly disagree,5,Technical,0,0,0,778,9.49,5,neutral,strongly disagree,neutral,neutral,0
944,Male,50,Married,Post-graduate,Life Sciences,22,12,1005,Casual/adhoc,Hybrid,Senior,13973,53,7279,5,strongly agree,0,HR,11,5,1,1088,2.68,20,neutral,strongly agree,neutral,agree,0
945,Male,35,Single,Doctorate,Technical Degree,6,5,1164,Permanent,Hybrid,Junior,4323,57,5604,1,strongly disagree,7,HR,4,4,1,9899,8.11,5,strongly disagree,strongly agree,neutral,agree,0
946,Female,48,Married,5,Marketing,14,9,595,Casual/adhoc,On-Site,Executive,4051,57,2714,2,strongly disagree,11,Finance,7,7,6,1602,0.55,31,neutral,strongly disagree,agree,strongly agree,0
947,Female,40,Divorced,Post-graduate,Life Sciences,15,7,1829,Contract,Hybrid,Mid,4448,38,7208,5,strongly disagree,3,Finance,4,7,7,1889,5.38,40,neutral,strongly agree,strongly disagree,neutral,0
948,Male,26,Married,Undergraduate,Medical,6,5,1083,Permanent,On-Site,Senior,3955,33,6487,5,disagree,2,Technical,3,3,1,5381,0.71,47,neutral,neutral,strongly disagree,agree,0
949,Male,22,Single,School,Technical Degree,4,2,593,Permanent,Remote,Executive,3894,34,711,4,disagree,10,Operations,2,2,1,5127,9.34,42,neutral,strongly agree,neutral,strongly disagree,1
950,Female,36,Married,Doctorate,Life Sciences,6,1,51,Permanent,Hybrid,Graduate/intern,3419,50,7480,3,strongly agree,6,Operations,1,0,0,1525,7.66,38,agree,neutral,strongly disagree,strongly agree,0
951,Female,32,Married,Doctorate,Life Sciences,6,6,679,Casual/adhoc,On-Site,Graduate/intern,6322,37,3258,3,strongly disagree,2,Technical,4,5,0,6754,6.58,30,disagree,disagree,agree,neutral,0
952,Female,40,Divorced,Post-graduate,Life Sciences,12,5,1822,Contract,On-Site,Graduate/intern,6513,52,7582,4,neutral,8,HR,3,3,0,2540,8.24,41,neutral,disagree,agree,neutral,0
953,Male,29,Divorced,School,Life Sciences,11,7,1859,Contract,Hybrid,Graduate/intern,6384,38,7530,4,strongly agree,12,Operations,0,6,1,6956,6.48,9,neutral,agree,neutral,neutral,0
954,Female,54,Single,Post-graduate,Medical,29,20,1422,Fixed-term,Remote,Mid,17328,44,8857,4,strongly disagree,6,Finance,7,7,12,7467,9.69,29,disagree,neutral,strongly agree,strongly disagree,0
955,Male,25,Single,School,Medical,6,4,854,Contract,Remote,Senior,3424,44,4293,3,strongly disagree,3,Finance,3,1,0,9570,7.14,17,disagree,disagree,strongly disagree,strongly agree,0
956,Male,37,Single,Doctorate,Life Sciences,18,1,518,Fixed-term,Remote,Junior,4197,45,11778,4,disagree,6,Management,0,1,0,2694,9.25,23,disagree,strongly agree,disagree,strongly agree,0
957,Female,30,Single,Post-graduate,Life Sciences,11,5,548,Permanent,On-Site,Mid,6091,43,11011,1,strongly agree,9,Management,4,2,0,4789,5.17,8,neutral,strongly disagree,strongly agree,strongly agree,0
958,Male,35,Divorced,Doctorate,Life Sciences,12,10,984,Fixed-term,On-Site,Mid,7823,37,5953,5,strongly disagree,5,Finance,9,8,0,2536,1.17,30,neutral,strongly disagree,strongly agree,disagree,0
959,Male,23,Divorced,Post-graduate,Life Sciences,3,3,1702,Fixed-term,On-Site,Junior,2275,47,1700,5,strongly disagree,13,Technical,2,2,0,5617,5.28,14,neutral,neutral,strongly agree,strongly disagree,1
960,Male,59,Married,Undergraduate,Technical Degree,14,6,1048,Fixed-term,On-Site,Junior,11904,39,9214,2,strongly agree,7,Finance,4,4,0,9319,1.27,3,strongly disagree,agree,agree,neutral,0
961,Female,27,Single,Post-graduate,Medical,9,7,764,Permanent,Remote,Graduate/intern,6811,57,6621,2,neutral,1,Finance,6,7,0,6410,5.92,39,strongly disagree,strongly agree,strongly disagree,neutral,0
962,Female,37,Divorced,Doctorate,Life Sciences,8,1,1105,Casual/adhoc,Hybrid,Mid,6694,49,6286,5,strongly agree,6,Technical,0,0,0,3639,4.82,8,neutral,neutral,agree,strongly agree,0
963,Female,29,Married,School,Life Sciences,11,11,1165,Contract,On-Site,Executive,7336,35,6865,1,strongly agree,17,Finance,8,10,3,3583,6.23,44,strongly disagree,strongly disagree,strongly disagree,strongly disagree,1
964,Male,29,Single,Undergraduate,Life Sciences,10,10,388,Contract,On-Site,Junior,4554,41,13152,3,neutral,2,HR,7,9,0,7471,0.1,8,disagree,neutral,agree,strongly disagree,0
965,Female,42,Single,Undergraduate,Life Sciences,10,3,347,Contract,Remote,Junior,6545,31,10220,3,strongly agree,9,Management,2,2,0,2341,1.95,25,neutral,strongly agree,strongly disagree,agree,0
966,Female,24,Single,Undergraduate,Life Sciences,4,2,720,Permanent,Hybrid,Senior,4577,36,1923,1,strongly disagree,17,Operations,2,0,2,6478,4.91,3,neutral,disagree,neutral,strongly agree,1
967,Male,41,Single,Post-graduate,Medical,20,18,957,Permanent,Hybrid,Executive,4721,45,7267,3,strongly agree,3,HR,13,17,2,2865,9.51,16,neutral,strongly agree,strongly disagree,agree,0
